artist_date_extract;artist_id;artist_name;genres;artist_followers;artist_popularity;artist_image
2020-11-24;6nS5roXSAGhTGr34W6n7Et;Disclosure;house, pop, uk dance;1842410;81;https://i.scdn.co/image/cde64861a67aa8de5e33c5290d30cf40b4caa36e
