artist_date_extract;artist_id;artist_name;genres;artist_followers;artist_popularity;artist_image
2020-11-24;4VsbQvC84B8Z3IsBY1HLQy;La Factoria;latin, latin hip hop, latin pop, reggaeton, tropical;193364;69;https://i.scdn.co/image/68d11a6c866a7fba2168137c2e87aff6f91a9f15
