artist_date_extract;artist_id;artist_name;genres;artist_followers;artist_popularity;artist_image
2020-11-24;0eEQTRtsolTyyf2nfXdxc0;Masole a Tumelo;south african choral, south african gospel;1046;17;https://i.scdn.co/image/ab67616d0000b2735ddf04dd2e0e9daf91cb10b4
