artist_date_extract,artist_id,artist_name,genres,artist_followers,artist_popularity,artist_image,evolution_followers,evolution_popularity,liste_evol_followers,liste_evol_popularity
2020-11-24,00FQb4jTyendYWaN8pK0wa,Lana Del Rey,"art pop, pop",11502930,87,https://i.scdn.co/image/6e8dc460cfb6b89d7970302259febd0aa73b38c6,0.0,0.0,[],[]
2020-11-25,00FQb4jTyendYWaN8pK0wa,Lana Del Rey,"art pop, pop",11508168,87,https://i.scdn.co/image/6e8dc460cfb6b89d7970302259febd0aa73b38c6,0.05,0.0,[11502930],[87]
2020-11-26,00FQb4jTyendYWaN8pK0wa,Lana Del Rey,"art pop, pop",11513499,87,https://i.scdn.co/image/6e8dc460cfb6b89d7970302259febd0aa73b38c6,0.09,0.0,"[11502930, 11508168]","[87, 87]"
2020-11-27,00FQb4jTyendYWaN8pK0wa,Lana Del Rey,"art pop, pop",11518834,87,https://i.scdn.co/image/6e8dc460cfb6b89d7970302259febd0aa73b38c6,0.14,0.0,"[11502930, 11508168, 11513499]","[87, 87, 87]"
2020-11-28,00FQb4jTyendYWaN8pK0wa,Lana Del Rey,"art pop, pop",11524071,87,https://i.scdn.co/image/6e8dc460cfb6b89d7970302259febd0aa73b38c6,0.18,0.0,"[11502930, 11508168, 11513499, 11518834]","[87, 87, 87, 87]"
2020-11-29,00FQb4jTyendYWaN8pK0wa,Lana Del Rey,"art pop, pop",11529961,87,https://i.scdn.co/image/6e8dc460cfb6b89d7970302259febd0aa73b38c6,0.23,0.0,"[11502930, 11508168, 11513499, 11518834, 11524071]","[87, 87, 87, 87, 87]"
2020-12-08,00FQb4jTyendYWaN8pK0wa,Lana Del Rey,"art pop, pop",11618203,85,https://i.scdn.co/image/d79b3e6cc42de7f44c8f131ed9b3ed594202e400,1.0,-2.3,"[11502930, 11508168, 11513499, 11518834, 11524071, 11529961]","[87, 87, 87, 87, 87, 87]"
2020-12-08,00tVTdpEhQQw1bqdu8RCx2,Blue Öyster Cult,"album rock, art rock, blues rock, classic rock, hard rock, metal, rock, soft rock",974972,67,https://i.scdn.co/image/0b3ebb1d8f28a8dc6ab54688d72cb01c482028b5,0.0,0.0,[],[]
2020-11-24,014WIDx7H4BRCHB1faiisK,Los Tucanes De Tijuana,"corrido, norteno, regional mexican",1005922,75,https://i.scdn.co/image/8e7f1071ec6bd1a3bdfec7f9760cae57a69719f5,0.0,0.0,[],[]
2020-11-25,014WIDx7H4BRCHB1faiisK,Los Tucanes De Tijuana,"corrido, norteno, regional mexican",1007019,75,https://i.scdn.co/image/8e7f1071ec6bd1a3bdfec7f9760cae57a69719f5,0.11,0.0,[1005922],[75]
