artist_date_extract;artist_id;artist_name;genres;artist_followers;artist_popularity;artist_image
2020-11-24;220xv2aB3dsGxaJI1gGs7l;Hotboii;florida rap;60336;66;https://i.scdn.co/image/2e84c5766f5c23ec4b63c5e0666a1de23a32fa34
2020-11-24;220xv2aB3dsGxaJI1gGs7l;Hotboii;florida rap;60336;66;https://i.scdn.co/image/2e84c5766f5c23ec4b63c5e0666a1de23a32fa34
2020-11-25;220xv2aB3dsGxaJI1gGs7l;Hotboii;florida rap;61567;66;https://i.scdn.co/image/2e84c5766f5c23ec4b63c5e0666a1de23a32fa34
2020-11-25;220xv2aB3dsGxaJI1gGs7l;Hotboii;florida rap;61567;66;https://i.scdn.co/image/2e84c5766f5c23ec4b63c5e0666a1de23a32fa34
2020-11-26;220xv2aB3dsGxaJI1gGs7l;Hotboii;florida rap;62887;67;https://i.scdn.co/image/2e84c5766f5c23ec4b63c5e0666a1de23a32fa34
2020-11-26;220xv2aB3dsGxaJI1gGs7l;Hotboii;florida rap;62887;67;https://i.scdn.co/image/2e84c5766f5c23ec4b63c5e0666a1de23a32fa34
2020-11-27;220xv2aB3dsGxaJI1gGs7l;Hotboii;florida rap;64193;67;https://i.scdn.co/image/2e84c5766f5c23ec4b63c5e0666a1de23a32fa34
2020-11-27;220xv2aB3dsGxaJI1gGs7l;Hotboii;florida rap;64193;67;https://i.scdn.co/image/2e84c5766f5c23ec4b63c5e0666a1de23a32fa34
2020-11-28;220xv2aB3dsGxaJI1gGs7l;Hotboii;florida rap;65333;67;https://i.scdn.co/image/2e84c5766f5c23ec4b63c5e0666a1de23a32fa34
2020-11-28;220xv2aB3dsGxaJI1gGs7l;Hotboii;florida rap;65333;67;https://i.scdn.co/image/2e84c5766f5c23ec4b63c5e0666a1de23a32fa34
2020-11-29;220xv2aB3dsGxaJI1gGs7l;Hotboii;florida rap;65706;67;https://i.scdn.co/image/2e84c5766f5c23ec4b63c5e0666a1de23a32fa34
2020-11-29;220xv2aB3dsGxaJI1gGs7l;Hotboii;florida rap;65706;67;https://i.scdn.co/image/2e84c5766f5c23ec4b63c5e0666a1de23a32fa34
