artist_date_extract;artist_id;artist_name;genres;artist_followers;artist_popularity;artist_image
2020-11-24;0oB2sOpQMaCCrMlPXBQCXu;NerdOut;antiviral pop, otacore, social media pop;284164;66;https://i.scdn.co/image/734d1ae5a055614296c264af7d39cd5864d1ea66
2020-11-24;0oB2sOpQMaCCrMlPXBQCXu;NerdOut;antiviral pop, otacore, social media pop;284164;66;https://i.scdn.co/image/734d1ae5a055614296c264af7d39cd5864d1ea66
