artist_date_extract;artist_id;artist_name;genres;artist_followers;artist_popularity;artist_image
2020-11-24;6iWuBN32BqCJAeXW6o3nil;Cautious Clay;alternative r&b, indie r&b, nyc pop, pop, vapor soul;138397;68;https://i.scdn.co/image/378a136b13bd9f14a2ab4acd7008bbaa85fafa8f
2020-11-25;6iWuBN32BqCJAeXW6o3nil;Cautious Clay;alternative r&b, indie r&b, nyc pop, pop, vapor soul;138623;68;https://i.scdn.co/image/378a136b13bd9f14a2ab4acd7008bbaa85fafa8f
2020-11-26;6iWuBN32BqCJAeXW6o3nil;Cautious Clay;alternative r&b, indie r&b, nyc pop, pop, vapor soul;138838;68;https://i.scdn.co/image/378a136b13bd9f14a2ab4acd7008bbaa85fafa8f
2020-11-27;6iWuBN32BqCJAeXW6o3nil;Cautious Clay;alternative r&b, indie r&b, nyc pop, pop, vapor soul;139008;68;https://i.scdn.co/image/378a136b13bd9f14a2ab4acd7008bbaa85fafa8f
2020-11-28;6iWuBN32BqCJAeXW6o3nil;Cautious Clay;alternative r&b, indie r&b, nyc pop, pop, vapor soul;139170;68;https://i.scdn.co/image/378a136b13bd9f14a2ab4acd7008bbaa85fafa8f
2020-11-29;6iWuBN32BqCJAeXW6o3nil;Cautious Clay;alternative r&b, chill r&b, indie r&b, nyc pop, pop, vapor soul;139294;68;https://i.scdn.co/image/378a136b13bd9f14a2ab4acd7008bbaa85fafa8f
