artist_date_extract;artist_id;artist_name;genres;artist_followers;artist_popularity;artist_image
2020-11-24;5XenQ7XfcvQdfIbpLEFaKQ;GoldLink;alternative r&b, dmv rap, hip hop, indie soul, rap, underground hip hop;676054;74;https://i.scdn.co/image/a4975629239a874084fad802fc7d5c2ba9c82179
2020-11-24;5XenQ7XfcvQdfIbpLEFaKQ;GoldLink;alternative r&b, dmv rap, hip hop, indie soul, rap, underground hip hop;676054;74;https://i.scdn.co/image/a4975629239a874084fad802fc7d5c2ba9c82179
2020-11-25;5XenQ7XfcvQdfIbpLEFaKQ;GoldLink;alternative r&b, dmv rap, hip hop, indie soul, rap, underground hip hop;676332;74;https://i.scdn.co/image/a4975629239a874084fad802fc7d5c2ba9c82179
2020-11-25;5XenQ7XfcvQdfIbpLEFaKQ;GoldLink;alternative r&b, dmv rap, hip hop, indie soul, rap, underground hip hop;676332;74;https://i.scdn.co/image/a4975629239a874084fad802fc7d5c2ba9c82179
2020-11-26;5XenQ7XfcvQdfIbpLEFaKQ;GoldLink;alternative r&b, dmv rap, hip hop, indie soul, rap, underground hip hop;676600;74;https://i.scdn.co/image/a4975629239a874084fad802fc7d5c2ba9c82179
2020-11-26;5XenQ7XfcvQdfIbpLEFaKQ;GoldLink;alternative r&b, dmv rap, hip hop, indie soul, rap, underground hip hop;676600;74;https://i.scdn.co/image/a4975629239a874084fad802fc7d5c2ba9c82179
2020-11-27;5XenQ7XfcvQdfIbpLEFaKQ;GoldLink;alternative r&b, dmv rap, hip hop, rap, underground hip hop;676904;74;https://i.scdn.co/image/a4975629239a874084fad802fc7d5c2ba9c82179
2020-11-27;5XenQ7XfcvQdfIbpLEFaKQ;GoldLink;alternative r&b, dmv rap, hip hop, rap, underground hip hop;676904;74;https://i.scdn.co/image/a4975629239a874084fad802fc7d5c2ba9c82179
2020-11-28;5XenQ7XfcvQdfIbpLEFaKQ;GoldLink;alternative r&b, dmv rap, hip hop, rap, underground hip hop;677177;74;https://i.scdn.co/image/a4975629239a874084fad802fc7d5c2ba9c82179
2020-11-28;5XenQ7XfcvQdfIbpLEFaKQ;GoldLink;alternative r&b, dmv rap, hip hop, rap, underground hip hop;677177;74;https://i.scdn.co/image/a4975629239a874084fad802fc7d5c2ba9c82179
2020-11-29;5XenQ7XfcvQdfIbpLEFaKQ;GoldLink;alternative r&b, dmv rap, hip hop, rap, underground hip hop;677465;74;https://i.scdn.co/image/a4975629239a874084fad802fc7d5c2ba9c82179
2020-11-29;5XenQ7XfcvQdfIbpLEFaKQ;GoldLink;alternative r&b, dmv rap, hip hop, rap, underground hip hop;677465;74;https://i.scdn.co/image/a4975629239a874084fad802fc7d5c2ba9c82179
