album_date_extract;album_type;album_id;album_name;album_release_date;album_popularity;album_label;album_image;artist_id;artist_name;tracks;available_markets
2020-11-24;single;3uxFdJEIMqnC55yM28knvL;To Die For (feat. Kygo) [Acoustic Rework];2020-11-20;50;Palm Tree Records;https://i.scdn.co/image/ab67616d0000b273236fde770620c000cee6941a;3i94wxAKQqlJyiPLDmjNdH;St. Lundi;1 To Die For (feat. Kygo) - Acoustic Rework;CA, US
