artist_date_extract;artist_id;artist_name;genres;artist_followers;artist_popularity;artist_image
2020-11-24;0LKwUlyp3gXZfrNNYu4HkQ;Ash Music;;18;9;https://i.scdn.co/image/f66d78c9d2f40b4fcc48ae240409881156c6f9d2
